SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),541 - 543 37th Ave,San Francisco,CA,94121,1595000,5,3.0,San Francisco,2800,3000,1912,20,570,,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/541-37th-Ave-94121/home/1756556,San Francisco MLS,421585255,N,Y,37.7786013,-122.4978554
MLS Listing,,Condo/Co-op,4520 17th St #1,SAN FRANCISCO,CA,94114,1398000,3,2.5,SAN FRANCISCO,1675,,1990,20,835,275,Active,,,http://www.redfin.com/CA/San-Francisco/4520-17th-St-94114/unit-1/home/1147929,MLSListings,ML81858424,N,Y,37.762033,-122.445885
MLS Listing,,Single Family Residential,603 Ellsworth St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1550,1751,1929,20,900,,Active,,,http://www.redfin.com/CA/San-Francisco/603-Ellsworth-St-94110/home/1430546,San Francisco MLS,421585241,N,Y,37.7357982,-122.4146277
MLS Listing,,Condo/Co-op,260 King St #503,San Francisco,CA,94107,1199000,2,2.0,San Francisco,1287,213232,2004,20,932,945,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-503/home/22889198,San Francisco MLS,421572692,N,Y,37.7776624,-122.3938672
MLS Listing,,Condo/Co-op,388 Fulton St #504,SAN FRANCISCO,CA,94102,620000,0,1.0,SAN FRANCISCO,326,,2016,20,1902,440,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-504/home/144063612,MLSListings,ML81858402,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,58 Malta Dr,SAN FRANCISCO,CA,94131,1499000,3,2.0,SAN FRANCISCO,2053,,1976,21,730,33,Active,,,http://www.redfin.com/CA/San-Francisco/58-Malta-Dr-94131/home/1382390,MLSListings,ML81858338,N,Y,37.735612,-122.443938
MLS Listing,,Condo/Co-op,1000 North Point St #703,San Francisco,CA,94109,795000,1,1.0,San Francisco,690,26400,1963,21,1152,1033,Active,,,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-703/home/12395410,San Francisco MLS,421584969,N,Y,37.8055156,-122.4240961
MLS Listing,,Vacant Land,1782 Quesada Ave,San Francisco,CA,94124,599000,0,,San Francisco,,2500,,21,,,Active,,,http://www.redfin.com/CA/San-Francisco/1782-Quesada-Ave-94124/unit-V/home/110063403,San Francisco MLS,421584940,N,Y,37.734423,-122.392823
MLS Listing,,Single Family Residential,168 Sylvan Dr,SAN FRANCISCO,CA,94132,1228000,2,1.0,SAN FRANCISCO,1147,3300,1950,21,1071,,Active,,,http://www.redfin.com/CA/San-Francisco/168-Sylvan-Dr-94132/home/1432031,MLSListings,ML81858275,N,Y,37.7312804,-122.4850891
MLS Listing,,Multi-Family (2-4 Unit),150 Shrader St,San Francisco,CA,94117,2650000,6,1.0,San Francisco,4053,3297,1910,21,654,,Active,,,http://www.redfin.com/CA/San-Francisco/150-Shrader-St-94117/home/594495,San Francisco MLS,421584869,N,Y,37.7734343,-122.4523761
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #1045,San Francisco,CA,94103,725000,1,1.5,San Francisco,830,43147,2002,21,873,560,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-1045/home/1321409,San Francisco MLS,421584868,N,Y,37.7716556,-122.418809
MLS Listing,,Condo/Co-op,690 Market St #1902,San Francisco,CA,94104,1295000,2,2.5,San Francisco,1192,11357,2007,21,1086,2953,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-1902/home/21967218,San Francisco MLS,421579746,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,260 King St #1105,San Francisco,CA,94107,1439000,2,2.0,San Francisco,1488,,2004,21,967,1024,Active,September-4-2021 11:00 AM,September-4-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-1105/home/22889368,San Francisco MLS,421572943,N,Y,37.7776624,-122.3938672
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #807,San Francisco,CA,94103,724995,1,1.5,San Francisco,830,43147,2002,21,873,560,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-807/home/864960,San Francisco MLS,421584550,N,Y,37.7716556,-122.418809
MLS Listing,,Single Family Residential,187 Putnam St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1381,1751,1959,21,1010,,Active,September-5-2021 01:00 AM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/187-Putnam-St-94110/home/761107,San Francisco MLS,421584558,N,Y,37.7371008,-122.4108978
MLS Listing,,Condo/Co-op,2875 Jackson St #3,San Francisco,CA,94115,1340000,2,1.0,San Francisco,1122,3784,1923,21,1194,936,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2875-Jackson-St-94115/unit-3/home/1979428,San Francisco MLS,421584187,N,Y,37.7912109,-122.442323
MLS Listing,,Condo/Co-op,3637 26th St,San Francisco,CA,94110,1249000,2,1.0,San Francisco,1380,2500,1926,21,905,250,Active,September-4-2021 11:00 AM,September-4-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3637-26th-St-94110/home/1233090,San Francisco MLS,421546182,N,Y,37.7486355,-122.4219738
MLS Listing,,Single Family Residential,2 Gaviota Way,San Francisco,CA,94127,1798000,5,3.0,San Francisco,2614,2996,1941,21,688,,Active,September-4-2021 09:30 AM,September-4-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/2-Gaviota-Way-94127/home/1726036,San Francisco MLS,421584456,N,Y,37.7398422,-122.4481282
MLS Listing,,Townhouse,1360 Stevenson St,San Francisco,CA,94103,1679000,3,3.0,San Francisco,2493,3541,2008,21,673,402,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1360-Stevenson-St-94103/home/17487845,San Francisco MLS,421578748,N,Y,37.770634,-122.421829
MLS Listing,,Multi-Family (2-4 Unit),927 - 929 Capp St,San Francisco,CA,94110,1395000,2,2.0,San Francisco,1490,2875,1904,22,936,,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/927-Capp-St-94110/home/1918283,San Francisco MLS,421584713,N,Y,37.7518066,-122.4169988
MLS Listing,,Condo/Co-op,3470 17th St,San Francisco,CA,94110,2500000,3,3.0,San Francisco,2497,3450,1908,22,1001,482,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3470-17th-St-94110/home/919446,San Francisco MLS,421579141,N,Y,37.7634479,-122.423293
MLS Listing,,Condo/Co-op,114 Coral Ct #26,San Francisco,CA,94124,699000,3,3.0,San Francisco,1360,,1981,22,514,428,Active,,,http://www.redfin.com/CA/San-Francisco/114-Coral-Ct-94124/unit-26/home/1890359,San Francisco MLS,421584695,N,Y,37.7279658,-122.3718325
MLS Listing,,Single Family Residential,385 Niagara Ave,San Francisco,CA,94112,1350000,4,2.0,San Francisco,2044,2199,,22,660,,Active,,,http://www.redfin.com/CA/San-Francisco/385-Niagara-Ave-94112/home/1945466,San Francisco MLS,421584202,N,Y,37.7191523,-122.447321
MLS Listing,,Condo/Co-op,470 Kansas St,San Francisco,CA,94107-2313,1099999,2,1.0,San Francisco,929,,1885,22,1184,270,Active,,,http://www.redfin.com/CA/San-Francisco/470-Kansas-St-94107/home/2035252,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40961881,N,Y,37.763914,-122.403766
MLS Listing,,Condo/Co-op,555 Fulton St #516,San Francisco,CA,94102,1249000,2,2.0,San Francisco,825,,,22,1514,755,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-516/home/173331378,San Francisco MLS,421583934,N,Y,37.7781581,-122.4261091
MLS Listing,,Condo/Co-op,555 Fulton St #505,San Francisco,CA,94102,799000,1,1.0,San Francisco,506,,,22,1579,600,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-505/home/173331368,San Francisco MLS,421583933,N,Y,37.7781581,-122.4261091
MLS Listing,,Condo/Co-op,2448 Lombard St #313,San Francisco,CA,94123,898000,0,1.0,San Francisco,575,,2020,22,1562,,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-313/home/176103924,San Francisco MLS,421582560,N,Y,37.7993803,-122.4419375
MLS Listing,,Condo/Co-op,2190 Pacific Ave,San Francisco,CA,94115,1400000,1,1.0,San Francisco,1095,2581,1950,22,1279,417,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2190-Pacific-Ave-94115/unit-2190/home/1763886,San Francisco MLS,421581737,N,Y,37.7939429,-122.4311982
MLS Listing,,Single Family Residential,361 Hamilton St,San Francisco,CA,94134,1699000,3,2.0,San Francisco,1775,3000,1953,22,957,,Active,September-4-2021 11:00 AM,September-4-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/361-Hamilton-St-94134/home/1294087,San Francisco MLS,421576587,N,Y,37.7265656,-122.4095503
MLS Listing,,Condo/Co-op,255 Berry #308,SAN FRANCISCO,CA,94158,1199800,2,1.0,SAN FRANCISCO,1045,,2004,22,1148,799,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-308/home/1058424,MLSListings,ML81858073,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,1523 Franklin St Unit C,San Francisco,CA,94109,3388000,3,3.0,San Francisco,,,2021,22,,1153,Active,,,http://www.redfin.com/CA/San-Francisco/1523-Franklin-St-94109/unit-C/home/176103529,San Francisco MLS,421584315,N,Y,37.7886202,-122.4239241
MLS Listing,,Single Family Residential,15 Buena Vista Ter,San Francisco,CA,94117,12750000,5,4.5,San Francisco,7138,5000,1917,22,1786,,Active,,,http://www.redfin.com/CA/San-Francisco/15-Buena-Vista-Ter-94117/home/12277172,BAREIS,421574504,N,Y,37.7687866,-122.4381201
MLS Listing,,Condo/Co-op,280 Spear St Unit 34A,San Francisco,CA,94105,2825000,2,2.0,San Francisco,1735,47916,,22,1628,1351,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-34A/home/170002542,San Francisco MLS,421584267,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,1331 Stevenson St,San Francisco,CA,94103,650000,1,1.0,San Francisco,600,,1907,22,1083,266,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1331-Stevenson-St-94103/home/1486927,San Francisco MLS,421584257,N,Y,37.7710718,-122.4214979
MLS Listing,,Single Family Residential,2326 45th Ave,San Francisco,CA,94116,1388000,3,2.0,San Francisco,1182,3000,1940,22,1174,,Active,,,http://www.redfin.com/CA/San-Francisco/2326-45th-Ave-94116/home/2016398,San Francisco MLS,421583456,N,Y,37.7431377,-122.5034312
MLS Listing,,Single Family Residential,52-54 Alvarado St,San Francisco,CA,94110,2000000,4,3.0,Mission District,2660,2848,1906,23,752,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Alvarado-St-94110/home/1292387,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40962798,N,Y,37.7546614,-122.4223395
MLS Listing,,Multi-Family (2-4 Unit),327 24th Ave,San Francisco,CA,94121,2250000,7,2.0,San Francisco,3700,3000,1986,23,608,,Active,,,http://www.redfin.com/CA/San-Francisco/327-24th-Ave-94121/home/1627832,San Francisco MLS,421584046,N,Y,37.7832306,-122.4841052
MLS Listing,,Condo/Co-op,601 Van Ness Ave #649,San Francisco,CA,94102,670000,1,1.0,San Francisco,720,105806,1982,23,931,940,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-649/home/575543,San Francisco MLS,421584006,N,Y,37.7813653,-122.4215253
MLS Listing,,Single Family Residential,490 Faxon Ave,San Francisco,CA,94112,895000,2,1.0,San Francisco,1013,1385,1941,23,884,,Active,,,http://www.redfin.com/CA/San-Francisco/490-Faxon-Ave-94112/home/813678,San Francisco MLS,421583954,N,Y,37.7235058,-122.4600703
MLS Listing,,Condo/Co-op,601 Van Ness Ave #151,San Francisco,CA,94102,999000,2,3.0,San Francisco,1737,105806,1982,23,575,1040,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-151/home/1460043,San Francisco MLS,421583966,N,Y,37.7813653,-122.4215253
MLS Listing,,Single Family Residential,122 19Th Ave,San Francisco,CA,94121,3380000,4,5.0,Lake District,3015,3000,1984,23,1121,,Active,,,http://www.redfin.com/CA/San-Francisco/122-19th-Ave-94121/home/176078433,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40962157,N,Y,37.785539,-122.4784835
MLS Listing,,Condo/Co-op,120 19Th Ave,San Francisco,CA,94121,1880000,3,2.5,Lake Merced,1539,3000,1984,23,1222,,Active,,,http://www.redfin.com/CA/San-Francisco/120-19th-Ave-94121/home/604939,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40962149,N,Y,37.7855663,-122.4783512
MLS Listing,,Multi-Family (5+ Unit),1588 - 1592 Union St,San Francisco,CA,94123,2250000,3,3.0,San Francisco,4669,2925,1902,23,482,,Active,,,http://www.redfin.com/CA/San-Francisco/1588-Union-St-94123/home/110053965,San Francisco MLS,421583927,N,Y,37.7986269,-122.4254325
MLS Listing,,Single Family Residential,85 Melba Ave,San Francisco,CA,94132,1890000,4,3.0,San Francisco,2700,3998,1936,23,700,,Active,September-4-2021 10:00 AM,September-4-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/85-Melba-Ave-94132/home/1664479,San Francisco MLS,421583272,N,Y,37.7313745,-122.4785005
MLS Listing,,Multi-Family (2-4 Unit),4315 - 4317 Lincoln Way,San Francisco,CA,94122,1850000,3,3.5,San Francisco,2311,2495,1933,23,801,,Active,,,http://www.redfin.com/CA/San-Francisco/4315-Lincoln-Way-94122/home/1061515,San Francisco MLS,421579220,N,Y,37.7639827,-122.5043935
MLS Listing,,Single Family Residential,686 Colby St,San Francisco,CA,94134,999000,3,2.0,Portola,,1750,1951,23,,,Active,,,http://www.redfin.com/CA/San-Francisco/686-Colby-St-94134/home/779890,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959777,N,Y,37.7218708,-122.4112207
MLS Listing,,Condo/Co-op,4231 24th St,San Francisco,CA,94114,2895000,4,4.5,San Francisco,2580,3036,1929,23,1122,,Active,,,http://www.redfin.com/CA/San-Francisco/4231-24th-St-94114/home/2025252,San Francisco MLS,421583669,N,Y,37.7508695,-122.4370713
MLS Listing,,Single Family Residential,224 Laidley St,San Francisco,CA,94131,5795000,4,4.0,San Francisco,,1999,,23,,,Active,,,http://www.redfin.com/CA/San-Francisco/224-Laidley-St-94131/home/1736339,San Francisco MLS,421583544,N,Y,37.7383322,-122.4282217
