SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,,SAN FRANCISCO,CA,94112,969000,3,1.0,SAN FRANCISCO,1500,2500,1927,4,646,,Active,September-4-2021 01:30 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/975382,MLSListings,ML81860625,N,Y,37.7266208,-122.4281553
MLS Listing,,Multi-Family (5+ Unit),1119 Shotwell St,San Francisco,CA,94110,2100000,2,3.0,San Francisco,3440,3737,1900,4,610,,Active,,,http://www.redfin.com/CA/San-Francisco/1119-Shotwell-St-94110/home/985860,San Francisco MLS,421589722,N,Y,37.7504679,-122.4147605
MLS Listing,,Single Family Residential,3790 21st St,San Francisco,CA,94114,6850000,5,5.5,San Francisco,4400,1410,,4,1557,,Active,September-7-2021 12:00 PM,September-7-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/3790-21st-St-94114/home/1997153,San Francisco MLS,421587340,N,Y,37.7563698,-122.4321013
MLS Listing,,Single Family Residential,1840 Eddy St,San Francisco,CA,94115,2750000,4,3.5,San Francisco,,,1929,4,,,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1840-Eddy-St-94115/home/592970,San Francisco MLS,421589750,N,Y,37.7808286,-122.4387896
MLS Listing,,Condo/Co-op,1050 North Point St #1206,San Francisco,CA,94109,898000,1,1.0,San Francisco,614,26400,,4,1463,934,Active,,,http://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-1206/home/12400221,San Francisco MLS,421589183,N,Y,37.8053959,-122.4248482
MLS Listing,,Multi-Family (2-4 Unit),1662 - 1664 Hayes St,San Francisco,CA,94117,2295000,4,,San Francisco,2760,3384,1900,4,832,,Active,September-4-2021 10:30 AM,September-4-2021 11:15 AM,http://www.redfin.com/CA/San-Francisco/1662-Hayes-St-94117/home/1618473,San Francisco MLS,421587804,N,Y,37.7745083,-122.4438745
MLS Listing,,Other,69 Pearl St,SAN FRANCISCO,CA,94103,1299900,4,3.0,SAN FRANCISCO,1763,,1907,4,737,325,Active,,,http://www.redfin.com/CA/San-Francisco/69-Pearl-St-94103/unit-73A/home/895945,MLSListings,ML81860585,N,Y,37.77031,-122.423664
MLS Listing,,Condo/Co-op,51 Innes Ct #207,San Francisco,CA,94124,600000,1,1.0,San Francisco,720,19791,2017,4,833,562,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-207/home/160765879,San Francisco MLS,421563770,N,Y,37.7272117,-122.367848
MLS Listing,,Multi-Family (5+ Unit),690 Guerrero St,San Francisco,CA,94110,2699000,1,2.0,San Francisco,5565,2458,1927,4,485,,Active,,,http://www.redfin.com/CA/San-Francisco/690-Guerrero-St-94110/home/1405364,San Francisco MLS,421583959,N,Y,37.7601707,-122.423973
MLS Listing,,Single Family Residential,888 Ingerson Ave,SAN FRANCISCO,CA,94124,925000,5,3.0,SAN FRANCISCO,1789,2495,1964,4,517,,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/888-Ingerson-Ave-94124/home/1344938,MLSListings,ML81858664,N,Y,37.71805,-122.3907394
MLS Listing,,Condo/Co-op,255 Berry St #505,San Francisco,CA,94158,949000,1,1.0,San Francisco,,,,4,,804,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-505/home/873804,San Francisco MLS,421589850,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,225 Bay St #101,San Francisco,CA,94133,949500,2,2.0,San Francisco,850,,1979,4,1117,450,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/225-Bay-St-94133/unit-101/home/960523,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965010,N,Y,37.805646,-122.411069
MLS Listing,,Multi-Family (2-4 Unit),820 - 822 Irving St,San Francisco,CA,94122,2400000,3,,San Francisco,3596,2500,1936,4,667,,Active,,,http://www.redfin.com/CA/San-Francisco/820-Irving-St-94122/home/176255596,San Francisco MLS,421589905,N,Y,37.7642682,-122.4667771
MLS Listing,,Single Family Residential,2021 14th Ave,San Francisco,CA,94116,1800000,3,2.0,San Francisco,2293,2064,1947,4,785,,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2021-14th-Ave-94116/home/1013224,San Francisco MLS,421557868,N,Y,37.7503364,-122.4712372
MLS Listing,,Single Family Residential,2327 Fillmore St,San Francisco,CA,94115,7800000,5,6.5,San Francisco,5390,2656,1900,4,1447,,Active,,,http://www.redfin.com/CA/San-Francisco/2327-Fillmore-St-94115/home/1838299,San Francisco MLS,421589047,N,Y,37.791148,-122.434598
MLS Listing,,Single Family Residential,2375 33rd Ave,San Francisco,CA,94116,1472000,2,2.5,San Francisco,1700,3000,1941,4,866,,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2375-33rd-Ave-94116/home/1741086,San Francisco MLS,421587967,N,Y,37.7428689,-122.4910205
MLS Listing,,Single Family Residential,138 Ramsell St,San Francisco,CA,94132,1259000,4,3.0,San Francisco,1081,2500,1945,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/138-Ramsell-St-94132/home/829727,MetroList,421587631,N,Y,37.7132451,-122.4660298
MLS Listing,,Single Family Residential,1475 - 3519 Oakdale Ave,San Francisco,CA,94124,757500,2,1.0,San Francisco,1625,3746,1928,5,466,,Active,,,http://www.redfin.com/CA/San-Francisco/1475-Oakdale-Ave-94124/home/2005147,San Francisco MLS,421589862,N,Y,37.733087,-122.3881883
MLS Listing,,Multi-Family (2-4 Unit),1273 - 1277 Dolores St,San Francisco,CA,94110,2160000,5,3.0,San Francisco,3689,3123,1904,5,586,,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1273-Dolores-St-94110/home/176251643,San Francisco MLS,421587185,N,Y,37.7491533,-122.4246961
MLS Listing,,Condo/Co-op,52 Innes Ct #103,San Francisco,CA,94124,799000,2,2.0,San Francisco,1185,19792,2017,5,674,635,Active,September-4-2021 03:00 PM,September-4-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-103/home/144879719,San Francisco MLS,421589779,N,Y,37.7276224,-122.3674287
MLS Listing,,Condo/Co-op,323 Mississippi St,San Francisco,CA,94107,1795000,3,3.0,San Francisco,1775,2482,1909,5,1011,500,Active,September-6-2021 04:30 PM,September-6-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/323-Mississippi-St-94107/home/17306524,San Francisco MLS,421584025,N,Y,37.762245,-122.394238
MLS Listing,,Single Family Residential,3020 26th Ave,SAN FRANCISCO,CA,94132,2388000,4,3.0,SAN FRANCISCO,2768,3998,1935,6,863,,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3020-26th-Ave-94132/home/1785926,MLSListings,ML81860458,N,Y,37.7320825,-122.4816401
MLS Listing,,Multi-Family (2-4 Unit),4921 California St,San Francisco,CA,94118,1888888,8,4.0,San Francisco,3576,2500,1964,6,528,,Active,,,http://www.redfin.com/CA/San-Francisco/4921-California-St-94118/home/991437,San Francisco MLS,421589751,N,Y,37.78435,-122.4703638
MLS Listing,,Condo/Co-op,1400 Mission St #1302,San Francisco,CA,94103,640000,1,1.0,San Francisco,635,1,2015,6,1008,468,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Mission-St-94103/unit-1302/home/110052458,San Francisco MLS,421587745,N,Y,37.7753691,-122.4164734
MLS Listing,,Condo/Co-op,1805 Pine St #2,San Francisco,CA,94109,499000,1,1.0,San Francisco,525,4701,1924,6,950,400,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1805-Pine-St-94109/unit-2/home/969801,San Francisco MLS,421589603,N,Y,37.7888133,-122.425711
MLS Listing,,Single Family Residential,769 Athens St,SAN FRANCISCO,CA,94112,1198000,3,2.0,SAN FRANCISCO,1097,2500,1924,6,1092,,Active,,,http://www.redfin.com/CA/San-Francisco/769-Athens-St-94112/home/1680392,MLSListings,ML81860420,N,Y,37.7157806,-122.4325793
MLS Listing,,Vacant Land,47 Montclair Ter,San Francisco,CA,94109,1200000,0,,San Francisco,,2644,,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/47-Montclair-Ter-94109/unit-V/home/110052971,San Francisco MLS,421587141,N,Y,37.8027379,-122.4192063
MLS Listing,,Single Family Residential,45 Montclair Ter,San Francisco,CA,94109,3700000,5,3.5,San Francisco,3191,5185,1937,6,1160,,Active,September-6-2021 12:00 PM,September-6-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/45-Montclair-Ter-94109/home/1601268,San Francisco MLS,421587128,N,Y,37.8025988,-122.4191774
MLS Listing,,Single Family Residential,205 Sagamore St,San Francisco,CA,94112,899000,2,1.0,San Francisco,1100,2125,1940,7,817,,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/205-Sagamore-St-94112/home/1966927,San Francisco MLS,421588778,N,Y,37.7111769,-122.459356
MLS Listing,,Single Family Residential,4262 23rd St,San Francisco,CA,94114,3200000,3,3.0,San Francisco,2700,2453,1912,7,1185,,Active,September-5-2021 02:00 PM,September-5-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/4262-23rd-St-94114/home/894974,San Francisco MLS,421588894,N,Y,37.7528523,-122.4379353
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #335,San Francisco,CA,94103,718000,1,2.0,San Francisco,830,43147,2002,7,865,559,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-335/home/1450110,San Francisco MLS,421589551,N,Y,37.7716556,-122.418809
MLS Listing,,Condo/Co-op,435 China Basin St #521,SAN FRANCISCO,CA,94158,1495000,2,2.0,SAN FRANCISCO,1259,,2012,7,1187,875,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-521/home/40629328,MLSListings,ML81860352,N,Y,37.7719225,-122.3885494
MLS Listing,,Condo/Co-op,989 20th St #365,San Francisco,CA,94107,950000,1,1.5,San Francisco,835,85458,2009,7,1138,534,Active,September-4-2021 10:00 AM,September-4-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/989-20th-St-94107/unit-365/home/40142859,San Francisco MLS,421587812,N,Y,37.7601821,-122.3909801
MLS Listing,,Single Family Residential,80 Linares Ave,San Francisco,CA,94116,1995000,3,2.0,San Francisco,,7200,1920,7,,112,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/80-Linares-Ave-94116/home/1333665,San Francisco MLS,421589091,N,Y,37.7517133,-122.4631109
MLS Listing,,Condo/Co-op,933 Alabama St,San Francisco,CA,94110,899000,3,1.0,San Francisco,5896,3497,1904,7,,522,Active,September-5-2021 11:00 AM,September-5-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/933-Alabama-St-94110/home/176245602,MetroList,421589438,N,Y,37.7568901,-122.4112422
MLS Listing,,Condo/Co-op,338 Spear St Unit 7F,San Francisco,CA,94105,969000,1,1.0,San Francisco,899,76210,2009,7,1078,936,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-7F/home/21966605,San Francisco MLS,421589465,N,Y,37.7894137,-122.3906433
MLS Listing,,Single Family Residential,2914 San Bruno Ave,SAN FRANCISCO,CA,94134,1180000,4,2.0,SAN FRANCISCO,2750,3000,1900,7,429,,Active,,,http://www.redfin.com/CA/San-Francisco/2914-San-Bruno-Ave-94134/home/1863010,MLSListings,ML81860344,N,Y,37.724654,-122.402703
MLS Listing,,Single Family Residential,1121 Key Ave,San Francisco,CA,94124,890000,0,1.0,South Bayshore,1207,5000,1914,7,737,,Active,,,http://www.redfin.com/CA/San-Francisco/1121-Key-Ave-94124/home/1388661,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40964223,N,Y,37.7201665,-122.3986977
MLS Listing,,Single Family Residential,371 BYXBEE St,SAN FRANCISCO,CA,94132,1125000,2,2.0,SAN FRANCISCO,1400,2495,1923,7,804,,Active,,,http://www.redfin.com/CA/San-Francisco/371-Byxbee-St-94132/home/1672550,MLSListings,ML81860337,N,Y,37.7210147,-122.4701869
MLS Listing,,Condo/Co-op,2186 15th St Unit A,San Francisco,CA,94114,1425000,3,2.0,San Francisco,1405,2625,1900,7,1014,256,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2186-15th-St-94114/unit-A/home/110051971,San Francisco MLS,421570533,N,Y,37.7660047,-122.4328831
MLS Listing,,Single Family Residential,1438 Oakdale Ave,San Francisco,CA,94124,916999,4,3.0,Bayview,1338,2495,1963,7,685,,Active,,,http://www.redfin.com/CA/San-Francisco/1438-Oakdale-Ave-94124/home/746557,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40964987,N,Y,37.7330805,-122.3872492
MLS Listing,,Condo/Co-op,200 Townsend St #6,SAN FRANCISCO,CA,94107,1298000,1,2.0,SAN FRANCISCO,1321,,2003,7,983,727,Active,September-8-2021 04:00 PM,September-8-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-6/home/12400002,MLSListings,ML81860314,N,Y,37.7789208,-122.3932323
MLS Listing,,Condo/Co-op,3895 24th St,San Francisco,CA,94114,1748000,3,2.0,San Francisco,,1825,1909,7,,,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3895-24th-St-94114/home/12278006,San Francisco MLS,421588319,N,Y,37.7514371,-122.4293913
MLS Listing,,Condo/Co-op,1863 Mission St #604,San Francisco,CA,94103,1350000,3,2.0,San Francisco,,8000,,7,,600,Active,,,http://www.redfin.com/CA/San-Francisco/1863-Mission-St-94103/unit-604/home/176244415,San Francisco MLS,421589321,N,Y,37.7673387,-122.419687
MLS Listing,,Condo/Co-op,1863 Mission St #203,San Francisco,CA,94103,679000,1,1.0,San Francisco,,8000,,7,,450,Active,,,http://www.redfin.com/CA/San-Francisco/1863-Mission-St-94103/unit-203/home/176244412,San Francisco MLS,421589229,N,Y,37.7673387,-122.419687
MLS Listing,,Single Family Residential,306 Hale St,San Francisco,CA,94134,995000,2,1.0,San Francisco,1375,1875,1930,7,724,,Active,,,http://www.redfin.com/CA/San-Francisco/306-Hale-St-94134/home/1016377,San Francisco MLS,421588678,N,Y,37.7315732,-122.4110437
MLS Listing,,Condo/Co-op,2920 21st St,San Francisco,CA,94110,1595000,3,2.0,San Francisco,,2479,1904,7,,350,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2920-21st-St-94110/home/40360054,San Francisco MLS,421589320,N,Y,37.7576023,-122.4129719
MLS Listing,,Single Family Residential,531 Moscow St,San Francisco,CA,94112,1298000,3,2.0,San Francisco,1846,2500,1922,7,703,,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/531-Moscow-St-94112/home/2028021,San Francisco MLS,421589244,N,Y,37.719069,-122.428939
MLS Listing,,Condo/Co-op,701 Minnesota St #111,San Francisco,CA,94107,1195000,2,1.0,San Francisco,1181,40243,1900,7,1012,526,Active,September-4-2021 11:30 AM,September-4-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/701-Minnesota-St-94107/unit-111/home/12396532,San Francisco MLS,421583228,N,Y,37.7615332,-122.3899573
MLS Listing,,Condo/Co-op,2139 Green St Unit F,San Francisco,CA,94123,2950000,2,2.0,San Francisco,,7562,1988,7,,831,Active,September-5-2021 12:00 PM,September-5-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/2139-Green-St-94123/unit-F/home/1999084,San Francisco MLS,421553233,N,Y,37.7960983,-122.4342078
MLS Listing,,Single Family Residential,479 Moscow St,SAN FRANCISCO,CA,94112,1150000,3,1.0,SAN FRANCISCO,1325,2495,1914,7,868,,Active,September-5-2021 01:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/479-Moscow-St-94112/home/1353708,MLSListings,ML81860264,N,Y,37.7199562,-122.4283438
MLS Listing,,Condo/Co-op,1620 Broadway St #1,San Francisco,CA,94109,630000,1,1.0,San Francisco,6584,3781,1900,7,96,360,Active,,,http://www.redfin.com/CA/San-Francisco/1620-Broadway-94109/unit-1/home/167183001,San Francisco MLS,421589312,N,Y,37.795948,-122.424195
MLS Listing,,Condo/Co-op,631 Ofarrell St #1206,San Francisco,CA,94109,479000,0,1.0,San Francisco,520,,1930,7,921,715,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1206/home/890814,San Francisco MLS,421589309,N,Y,37.7852037,-122.4151808
MLS Listing,,Condo/Co-op,3537 Washington St,San Francisco,CA,94118,3800000,4,2.0,San Francisco,2761,4283,1912,7,1376,417,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3537-Washington-St-94118/unit-2A/home/584072,San Francisco MLS,421589310,N,Y,37.7892306,-122.4512576
MLS Listing,,Townhouse,207 King St #402,San Francisco,CA,94107,1725000,2,2.5,San Francisco,1740,21096,2003,7,991,781,Active,September-5-2021 12:00 PM,September-5-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/207-King-St-94107/unit-402/home/12401106,San Francisco MLS,421589057,N,Y,37.7776147,-122.3919074
MLS Listing,,Condo/Co-op,865 Corbett Ave #1,San Francisco,CA,94131,698000,2,1.0,San Francisco,876,6046,1973,7,797,350,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/865-Corbett-Ave-94131/unit-1/home/1782589,San Francisco MLS,421588158,N,Y,37.752983,-122.443369
MLS Listing,,Condo/Co-op,2401 Jackson St #4,San Francisco,CA,94115,1475000,2,2.0,San Francisco,1500,4059,1908,7,983,650,Active,September-4-2021 12:00 PM,September-4-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/2401-Jackson-St-94115/unit-4/home/1340027,San Francisco MLS,421585969,N,Y,37.7923253,-122.4348272
MLS Listing,,Single Family Residential,15 Mabrey Ct,San Francisco,CA,94124,959000,4,2.5,San Francisco,2004,2459,1984,7,479,175,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/15-Mabrey-Ct-94124/home/740212,San Francisco MLS,421588766,N,Y,37.7357542,-122.385454
MLS Listing,,Condo/Co-op,333 Bush St #4206,San Francisco,CA,94104,2195000,2,2.0,San Francisco,1798,,1987,7,1221,1582,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4206/home/551917,San Francisco MLS,421566036,N,Y,37.7906431,-122.4030566
MLS Listing,,Condo/Co-op,301 Main St Unit 18H,San Francisco,CA,94105,1600000,2,2.0,San Francisco,1317,76210,2008,7,1215,1021,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-18H/home/21966863,San Francisco MLS,421587339,N,Y,37.7895974,-122.3911965
MLS Listing,,Condo/Co-op,650 Delancey St #106,San Francisco,CA,94107,1699000,2,2.0,San Francisco,1554,61922,1996,7,1093,693,Active,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-106/home/12396491,San Francisco MLS,421585205,N,Y,37.7828055,-122.3896538
MLS Listing,,Condo/Co-op,50 Lansing St #303,San Francisco,CA,94105,1125000,2,2.0,San Francisco,1065,20082,2006,7,1056,920,Active,September-4-2021 12:00 PM,September-4-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-303/home/22886634,BAREIS,421587900,N,Y,37.786127,-122.3942141
MLS Listing,,Single Family Residential,652 18th Ave,San Francisco,CA,94121,1495000,2,1.5,San Francisco,1506,2796,1915,7,993,,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/652-18th-Ave-94121/home/619456,San Francisco MLS,421589188,N,Y,37.7758443,-122.4767383
MLS Listing,,Multi-Family (2-4 Unit),220 - 220A Romain St,San Francisco,CA,94131,1895000,3,2.5,San Francisco,2615,2979,1936,7,725,,Active,September-5-2021 11:00 AM,September-5-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/220-Romain-St-94131/home/993050,San Francisco MLS,421588599,N,Y,37.7561763,-122.4419567
MLS Listing,,Single Family Residential,829 Carolina St,San Francisco,CA,94107,2700000,4,2.0,San Francisco,3225,2500,1938,7,837,,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/829-Carolina-St-94107/home/1906123,San Francisco MLS,421588486,N,Y,37.7581439,-122.3997487
MLS Listing,,Single Family Residential,146 Castenada Ave,San Francisco,CA,94116,3795000,4,3.0,San Francisco,4272,3977,1929,7,888,83,Active,,,http://www.redfin.com/CA/San-Francisco/146-Castenada-Ave-94116/home/681022,San Francisco MLS,421585636,N,Y,37.7487507,-122.4620937
MLS Listing,,Single Family Residential,401 Vicente St,San Francisco,CA,94116,1795000,3,2.0,San Francisco,2010,2760,1931,8,893,,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/401-Vicente-St-94116/home/1932853,San Francisco MLS,421589198,N,Y,37.7393108,-122.4712774
MLS Listing,,Single Family Residential,332 Cresta Vista Dr,San Francisco,CA,94127,1493000,3,2.0,San Francisco,1624,4395,1991,8,919,,Active,September-4-2021 01:30 PM,September-4-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/332-Cresta-Vista-Dr-94127/home/1120852,San Francisco MLS,421589109,N,Y,37.7355298,-122.452673
MLS Listing,,Condo/Co-op,555 4th St #435,San Francisco,CA,94107,749000,1,1.0,San Francisco,681,63237,2006,8,1100,603,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-435/home/12402175,San Francisco MLS,421589121,N,Y,37.7793967,-122.3967727
MLS Listing,,Condo/Co-op,650 Turk St Unit T606,SAN FRANCISCO,CA,94102,489000,0,1.0,SAN FRANCISCO,398,,2007,8,1229,556,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/650-Turk-St-94102/unit-T606/home/160623356,MLSListings,ML81860180,N,Y,37.7821545,-122.4200198
MLS Listing,,Single Family Residential,1074 Treat Ave,San Francisco,CA,94110,1850000,3,2.0,San Francisco,1465,2600,1900,8,1263,,Active,,,http://www.redfin.com/CA/San-Francisco/1074-Treat-Ave-94110/home/1939189,San Francisco MLS,421589138,N,Y,37.7529592,-122.4132159
MLS Listing,,Single Family Residential,142 15th Ave,San Francisco,CA,94118,4800000,4,3.5,San Francisco,3870,3184,,8,1240,,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/142-15th-Ave-94118/home/604511,San Francisco MLS,421575894,N,Y,37.785424,-122.4741227
MLS Listing,,Condo/Co-op,180 Dolores St #6,San Francisco,CA,94103,1095000,2,2.0,San Francisco,,,1921,8,,496,Active,September-4-2021 12:00 PM,September-4-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/180-Dolores-St-94103/unit-6/home/160471101,San Francisco MLS,421576237,N,Y,37.7666492,-122.4268613
MLS Listing,,Condo/Co-op,641 Carolina St,San Francisco,CA,94107,1049000,2,2.0,San Francisco,1250,79531,1978,8,839,936,Active,September-4-2021 10:00 AM,September-4-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/641-Carolina-St-94107/home/1662704,San Francisco MLS,421588782,N,Y,37.760588,-122.400115
MLS Listing,,Condo/Co-op,360 Guerrero St #219,San Francisco,CA,94103,588000,2,1.0,San Francisco,935,45288,1983,8,629,663,Active,September-5-2021 02:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/360-Guerrero-St-94103/unit-219/home/1263579,San Francisco MLS,421587302,N,Y,37.7654922,-122.4243679
MLS Listing,,Single Family Residential,2054 Bancroft Ave,San Francisco,CA,94124,895000,3,2.0,San Francisco,1400,2495,1960,8,639,,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2054-Bancroft-Ave-94124/home/753617,San Francisco MLS,421588949,N,Y,37.7305818,-122.4011759
MLS Listing,,Condo/Co-op,1267 Chestnut St #4,San Francisco,CA,94109,1375000,2,2.0,San Francisco,1070,3329,1924,8,1285,400,Active,September-5-2021 02:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1267-Chestnut-St-94109/unit-4/home/102814199,San Francisco MLS,421588128,N,Y,37.8022733,-122.4241251
MLS Listing,,Condo/Co-op,3912 Cesar Chavez St,San Francisco,CA,94131,1390000,2,1.0,San Francisco,,,,8,,500,Active,September-4-2021 12:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3912-Cesar-Chavez-94131/home/805810,San Francisco MLS,421570836,N,Y,37.7479107,-122.4275374
MLS Listing,,Condo/Co-op,10 Perego Ter,San Francisco,CA,94131,1785000,3,2.0,San Francisco,2312,13101,1962,8,772,356,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/10-Perego-Ter-94131/home/684104,San Francisco MLS,421556508,N,Y,37.7504032,-122.4449677
MLS Listing,,Condo/Co-op,1545 Pine #501,SAN FRANCISCO,CA,94109,995000,1,1.0,SAN FRANCISCO,581,581,2017,8,1713,768,Active,,,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-501/home/144792094,MLSListings,ML81860097,N,Y,37.7893082,-122.4211982
MLS Listing,,Single Family Residential,4140 22nd St,San Francisco,CA,94114,2695000,4,2.5,San Francisco,2350,1934,1908,8,1147,,Active,,,http://www.redfin.com/CA/San-Francisco/4140-22nd-St-94114/home/1325916,San Francisco MLS,421561721,N,Y,37.7544101,-122.4383855
MLS Listing,,Condo/Co-op,1788 Clay St #809,San Francisco,CA,94109,1525000,2,2.0,San Francisco,1253,25662,2014,8,1217,825,Active,September-4-2021 12:00 PM,September-4-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-809/home/110051369,San Francisco MLS,421588859,N,Y,37.7924998,-122.4222297
MLS Listing,,Single Family Residential,166 19th Ave,San Francisco,CA,94121,3750000,4,3.5,San Francisco,3065,2996,1916,8,1223,,Active,,,http://www.redfin.com/CA/San-Francisco/166-19th-Ave-94121/home/603834,San Francisco MLS,421578657,N,Y,37.7848147,-122.4784231
MLS Listing,,Condo/Co-op,2226 California St #201,San Francisco,CA,94115,1695000,2,2.0,San Francisco,1465,4555,1885,8,1157,489,Active,September-4-2021 12:00 PM,September-4-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/2226-California-St-94115/unit-201/home/176223905,San Francisco MLS,421588717,N,Y,37.789552,-122.43114
